Numero,UsoIP,URLLargo,URLCorto,SimboloArroba,Redireccion,PrefijoSufijo,SubDominio,HTTPS,ExpiracionCreacionDominio,Icono,NoPuertoStd,HTTPSURLDominio,URLRespuesta,URLAnclaje,ScriptEnlaceEnEtiquetas,ControladorFormulariosServidor,InformacionCorreo,URLAnormal,ReenvioSitiosWeb,BarraEstadoPersonalizado,DeshabilitacionClicDerecho,UsoVentanaEmergente,RedireccionMarcoFlotante,EdadDeDominio,GrabacionDNS,TraficoSitioWeb,RangoPagina,IndiceGoogle,EnlacesApuntanPagina,ReporteEstadisticas,Clase,Url,Mensaje
1575,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/edgar-montano/#jeg_forgotform,Sitio web sospechoso detectado
1576,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/edgar-montano/#jeg_loginform,Sitio web sospechoso detectado
1577,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-pide-a-transportistas-de-la-gran-chiquitania-cesar-bloqueos-y-acudir-al-dialogo/,Sitio web sospechoso detectado
1578,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-pide-a-transportistas-de-la-gran-chiquitania-cesar-bloqueos-y-acudir-al-dialogo/#comments,Sitio web sospechoso detectado
1579,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/ahora-se-apunalan-por-la-espalda-montano-ve-division-en-la-oposicion-tras-denuncias-de-narcovinculos/,Sitio web sospechoso detectado
1580,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/ahora-se-apunalan-por-la-espalda-montano-ve-division-en-la-oposicion-tras-denuncias-de-narcovinculos/#comments,Sitio web sospechoso detectado
1581,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-garantiza-trabajo-de-emisoras-legales-con-el-proyecto-sistema-integrado-del-espectro/,Sitio web sospechoso detectado
1582,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-garantiza-trabajo-de-emisoras-legales-con-el-proyecto-sistema-integrado-del-espectro/#comments,Sitio web sospechoso detectado
1583,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-destina-mas-de-bs-30-millones-en-proyectos-carreteros-para-santa-cruz/,Sitio web sospechoso detectado
1584,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-destina-mas-de-bs-30-millones-en-proyectos-carreteros-para-santa-cruz/#comments,Sitio web sospechoso detectado
1585,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/bolivia-avanza-hacia-la-tecnologia-5g-con-licitacion-para-un-sistema-integrado-del-espectro/,Sitio web sospechoso detectado
1586,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/bolivia-avanza-hacia-la-tecnologia-5g-con-licitacion-para-un-sistema-integrado-del-espectro/#comments,Sitio web sospechoso detectado
1587,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-construira-hangar-de-mantenimiento-para-boa-y-realizara-mejoras-en-el-aeropuerto-de-riberalta/,Sitio web sospechoso detectado
1588,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-construira-hangar-de-mantenimiento-para-boa-y-realizara-mejoras-en-el-aeropuerto-de-riberalta/#comments,Sitio web sospechoso detectado
1589,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/edgar-montano/page/15/,Sitio web sospechoso detectado
1590,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/edgar-montano/page/16/#back-to-top,Sitio web sospechoso detectado
1591,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/edgar-montano/page/16/#jeg_forgotform,Sitio web sospechoso detectado
1592,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/edgar-montano/page/16/#jeg_loginform,Sitio web sospechoso detectado
1593,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/alp/,Sitio web sospechoso detectado
1594,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/boa/,Sitio web sospechoso detectado
1595,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tras-interpelacion-alp-desecha-censura-y-montano-continua-a-cargo-de-obras-publicas/#respond,Sitio web sospechoso detectado
1596,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tras-interpelacion-alp-desecha-censura-y-montano-continua-a-cargo-de-obras-publicas/#back-to-top,Sitio web sospechoso detectado
1597,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tras-interpelacion-alp-desecha-censura-y-montano-continua-a-cargo-de-obras-publicas/#jeg_forgotform,Sitio web sospechoso detectado
1598,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tras-interpelacion-alp-desecha-censura-y-montano-continua-a-cargo-de-obras-publicas/#jeg_loginform,Sitio web sospechoso detectado
1599,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/gobernacion-de-santa-cruz/,Sitio web sospechoso detectado
1600,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/okinawa/,Sitio web sospechoso detectado
1601,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/parque-industrial/,Sitio web sospechoso detectado
1602,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-desmiente-a-landivar-estan-2-anos-en-la-gobernacion-crucena-y-no-entienden-los-tramites/#respond,Sitio web sospechoso detectado
1603,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-desmiente-a-landivar-estan-2-anos-en-la-gobernacion-crucena-y-no-entienden-los-tramites/#back-to-top,Sitio web sospechoso detectado
1604,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-desmiente-a-landivar-estan-2-anos-en-la-gobernacion-crucena-y-no-entienden-los-tramites/#jeg_forgotform,Sitio web sospechoso detectado
1605,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-desmiente-a-landivar-estan-2-anos-en-la-gobernacion-crucena-y-no-entienden-los-tramites/#jeg_loginform,Sitio web sospechoso detectado
1606,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/gran-chiquitania/,Sitio web sospechoso detectado
1607,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/sicoes/,Sitio web sospechoso detectado
1608,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-y-transportistas-de-la-chiquitania-establecen-cuarto-intermedio-tras-inicio-de-dialogo/,Sitio web sospechoso detectado
1609,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-pide-a-transportistas-de-la-gran-chiquitania-cesar-bloqueos-y-acudir-al-dialogo/#respond,Sitio web sospechoso detectado
1610,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-pide-a-transportistas-de-la-gran-chiquitania-cesar-bloqueos-y-acudir-al-dialogo/#back-to-top,Sitio web sospechoso detectado
1611,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-pide-a-transportistas-de-la-gran-chiquitania-cesar-bloqueos-y-acudir-al-dialogo/#jeg_forgotform,Sitio web sospechoso detectado
1612,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-pide-a-transportistas-de-la-gran-chiquitania-cesar-bloqueos-y-acudir-al-dialogo/#jeg_loginform,Sitio web sospechoso detectado
1613,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/oaci/,Sitio web sospechoso detectado
1614,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/tsa/,Sitio web sospechoso detectado
1615,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-expondra-al-beni-sus-observaciones-al-diseno-del-puente-guayaramerin-guajara-mirin/,Sitio web sospechoso detectado
1616,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/pese-al-abandono-de-la-gobernacion-crucena-montano-ratifica-construccion-de-la-carretera-buena-vista-las-cruces/,Sitio web sospechoso detectado
1617,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tsa-califica-a-bolivia-satisfactoriamente-en-el-area-de-seguridad-de-aviacion-civil-del-aeropuerto-de-viru-viru/#respond,Sitio web sospechoso detectado
1618,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tsa-califica-a-bolivia-satisfactoriamente-en-el-area-de-seguridad-de-aviacion-civil-del-aeropuerto-de-viru-viru/#back-to-top,Sitio web sospechoso detectado
1619,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tsa-califica-a-bolivia-satisfactoriamente-en-el-area-de-seguridad-de-aviacion-civil-del-aeropuerto-de-viru-viru/#jeg_forgotform,Sitio web sospechoso detectado
1620,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tsa-califica-a-bolivia-satisfactoriamente-en-el-area-de-seguridad-de-aviacion-civil-del-aeropuerto-de-viru-viru/#jeg_loginform,Sitio web sospechoso detectado
1621,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-licita-con-clausula-suspensiva-la-ampliacion-del-tramo-senkata-apacheta-y-pide-aprobar-ley/,Sitio web sospechoso detectado
1622,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-licita-con-clausula-suspensiva-la-ampliacion-del-tramo-senkata-apacheta-y-pide-aprobar-ley/#comments,Sitio web sospechoso detectado
1623,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-licita-por-bs-24-806-806-un-nuevo-tramo-del-parque-lineal-metropolitano/,Sitio web sospechoso detectado
1624,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-licita-por-bs-24-806-806-un-nuevo-tramo-del-parque-lineal-metropolitano/#comments,Sitio web sospechoso detectado
1625,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-adjudica-supervision-de-5-tramos-del-parque-lineal-y-licitara-obras-en-diciembre/,Sitio web sospechoso detectado
1626,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-adjudica-supervision-de-5-tramos-del-parque-lineal-y-licitara-obras-en-diciembre/#comments,Sitio web sospechoso detectado
1627,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-licita-la-supervision-de-3-nuevos-tramos-para-construir-el-parque-lineal-metropolitano/,Sitio web sospechoso detectado
1628,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-licita-la-supervision-de-3-nuevos-tramos-para-construir-el-parque-lineal-metropolitano/#comments,Sitio web sospechoso detectado
1629,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-lanza-licitacion-para-ampliar-la-plataforma-del-aeropuerto-de-viru-viru-por-bs-14-834-023/,Sitio web sospechoso detectado
1630,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-lanza-licitacion-para-ampliar-la-plataforma-del-aeropuerto-de-viru-viru-por-bs-14-834-023/#comments,Sitio web sospechoso detectado
1631,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-va-al-senado-para-disolver-dudas-y-agilizar-la-construccion-de-4-puentes-en-la-paz-y-cochabamba/,Sitio web sospechoso detectado
1632,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-va-al-senado-para-disolver-dudas-y-agilizar-la-construccion-de-4-puentes-en-la-paz-y-cochabamba/#comments,Sitio web sospechoso detectado
1633,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/por-segunda-vez-gobierno-lanza-licitacion-para-estudio-y-supervision-del-tramo-i-de-la-hidrovia-ichilo-mamore/,Sitio web sospechoso detectado
1634,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/por-segunda-vez-gobierno-lanza-licitacion-para-estudio-y-supervision-del-tramo-i-de-la-hidrovia-ichilo-mamore/#comments,Sitio web sospechoso detectado
1635,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-lanza-licitacion-para-el-analisis-de-interoperabilidad-e-interconectividad-del-corredor-ferroviario-bioceanico/,Sitio web sospechoso detectado
1636,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-lanza-licitacion-para-el-analisis-de-interoperabilidad-e-interconectividad-del-corredor-ferroviario-bioceanico/#comments,Sitio web sospechoso detectado
1637,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-y-transportistas-interprovinciales-de-la-chiquitania-firman-acta-de-acuerdo-y-se-levantan-los-bloqueos/,Sitio web sospechoso detectado
1638,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-y-transportistas-interprovinciales-de-la-chiquitania-firman-acta-de-acuerdo-y-se-levantan-los-bloqueos/#comments,Sitio web sospechoso detectado
1639,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/sicoes/#back-to-top,Sitio web sospechoso detectado
1640,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/sicoes/#jeg_forgotform,Sitio web sospechoso detectado
1641,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/sicoes/#jeg_loginform,Sitio web sospechoso detectado
1642,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/la-paz/,Sitio web sospechoso detectado
1643,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/puente-mapiri/,Sitio web sospechoso detectado
1644,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-pondra-fin-a-discusion-de-competencias-entre-alcaldias-de-la-paz-y-palca-sobre-obra-carretera/,Sitio web sospechoso detectado
1645,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-va-al-senado-para-disolver-dudas-y-agilizar-la-construccion-de-4-puentes-en-la-paz-y-cochabamba/#respond,Sitio web sospechoso detectado
1646,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-va-al-senado-para-disolver-dudas-y-agilizar-la-construccion-de-4-puentes-en-la-paz-y-cochabamba/#back-to-top,Sitio web sospechoso detectado
1647,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-va-al-senado-para-disolver-dudas-y-agilizar-la-construccion-de-4-puentes-en-la-paz-y-cochabamba/#jeg_forgotform,Sitio web sospechoso detectado
1648,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/montano-va-al-senado-para-disolver-dudas-y-agilizar-la-construccion-de-4-puentes-en-la-paz-y-cochabamba/#jeg_loginform,Sitio web sospechoso detectado
1649,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/naabol-2/,Sitio web sospechoso detectado
1650,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/chuquisaca-el-puente-de-abordaje-en-el-aeropuerto-de-alcantari-tiene-un-70-de-avance/,Sitio web sospechoso detectado
1651,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-lanza-licitacion-para-ampliar-la-plataforma-del-aeropuerto-de-viru-viru-por-bs-14-834-023/#respond,Sitio web sospechoso detectado
1652,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-lanza-licitacion-para-ampliar-la-plataforma-del-aeropuerto-de-viru-viru-por-bs-14-834-023/#back-to-top,Sitio web sospechoso detectado
1653,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-lanza-licitacion-para-ampliar-la-plataforma-del-aeropuerto-de-viru-viru-por-bs-14-834-023/#jeg_forgotform,Sitio web sospechoso detectado
1654,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-lanza-licitacion-para-ampliar-la-plataforma-del-aeropuerto-de-viru-viru-por-bs-14-834-023/#jeg_loginform,Sitio web sospechoso detectado
1655,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-ratifica-acuerdo-que-garantiza-construccion-de-puente-en-mapiri-y-se-levantan-bloqueos-en-la-paz/,Sitio web sospechoso detectado
1656,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/gobierno-ratifica-acuerdo-que-garantiza-construccion-de-puente-en-mapiri-y-se-levantan-bloqueos-en-la-paz/#comments,Sitio web sospechoso detectado
1657,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/puente-mapiri/#back-to-top,Sitio web sospechoso detectado
1658,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/puente-mapiri/#jeg_forgotform,Sitio web sospechoso detectado
1659,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/puente-mapiri/#jeg_loginform,Sitio web sospechoso detectado
1660,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/chuquisaca-el-puente-de-abordaje-en-el-aeropuerto-de-alcantari-tiene-un-70-de-avance/#comments,Sitio web sospechoso detectado
1661,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/chuquisaca/,Sitio web sospechoso detectado
1662,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://www.oopp.gob.bo/tag/sucre/,Sitio web sospechoso detectado
